tree,SPR_dist,order,dist_type,dist_value
11,35,7,HOP,69
11,40,7,HOP,71
11,45,7,HOP,75
11,50,7,HOP,75
11,55,7,HOP,77
11,60,7,HOP,79
11,65,7,HOP,81
11,70,7,HOP,82
11,75,7,HOP,82
11,80,7,HOP,83
11,85,7,HOP,84
11,90,7,HOP,86
11,95,7,HOP,84
11,100,7,HOP,85
11,5,8,HOP,11
11,10,8,HOP,25
11,15,8,HOP,27
11,20,8,HOP,33
11,25,8,HOP,41
11,30,8,HOP,57
11,35,8,HOP,63
11,40,8,HOP,69
11,45,8,HOP,70
11,50,8,HOP,73
11,55,8,HOP,78
11,60,8,HOP,79
11,65,8,HOP,80
11,70,8,HOP,83
11,75,8,HOP,83
11,80,8,HOP,83
11,85,8,HOP,86
11,90,8,HOP,87
11,95,8,HOP,87
11,100,8,HOP,88
11,5,9,HOP,20
11,10,9,HOP,25
11,15,9,HOP,39
11,20,9,HOP,43
11,25,9,HOP,47
11,30,9,HOP,55
11,35,9,HOP,60
11,40,9,HOP,67
11,45,9,HOP,75
11,50,9,HOP,75
11,55,9,HOP,79
11,60,9,HOP,79
11,65,9,HOP,84
11,70,9,HOP,86
11,75,9,HOP,87
11,80,9,HOP,89
11,85,9,HOP,87
11,90,9,HOP,88
11,95,9,HOP,89
11,100,9,HOP,90
11,5,10,HOP,10
11,10,10,HOP,16
11,15,10,HOP,29
11,20,10,HOP,38
11,25,10,HOP,42
11,30,10,HOP,53
11,35,10,HOP,59
11,40,10,HOP,61
11,45,10,HOP,63
11,50,10,HOP,67
11,55,10,HOP,72
11,60,10,HOP,71
11,65,10,HOP,71
11,70,10,HOP,73
11,75,10,HOP,75
11,80,10,HOP,74
11,85,10,HOP,79
11,90,10,HOP,80
11,95,10,HOP,81
11,100,10,HOP,82
12,5,1,RF,68
12,10,1,RF,90
12,15,1,RF,118
12,20,1,RF,132
12,25,1,RF,136
12,30,1,RF,146
12,35,1,RF,160
12,40,1,RF,162
12,45,1,RF,160
12,50,1,RF,164
12,55,1,RF,164
12,60,1,RF,166
12,65,1,RF,168
12,70,1,RF,170
12,75,1,RF,172
12,80,1,RF,178
12,85,1,RF,180
12,90,1,RF,186
12,95,1,RF,186
12,100,1,RF,188
12,5,1,HOP,18
12,10,1,HOP,25
12,15,1,HOP,50
12,20,1,HOP,57
12,25,1,HOP,58
12,30,1,HOP,61
12,35,1,HOP,68
12,40,1,HOP,72
12,45,1,HOP,75
12,50,1,HOP,74
12,55,1,HOP,77
12,60,1,HOP,78
12,65,1,HOP,77
12,70,1,HOP,77
12,75,1,HOP,76
12,80,1,HOP,80
12,85,1,HOP,82
12,90,1,HOP,87
12,95,1,HOP,87
12,100,1,HOP,88
12,5,2,HOP,16
12,10,2,HOP,25
12,15,2,HOP,44
12,20,2,HOP,48
12,25,2,HOP,55
12,30,2,HOP,57
12,35,2,HOP,65
12,40,2,HOP,70
12,45,2,HOP,70
12,50,2,HOP,73
12,55,2,HOP,76
12,60,2,HOP,80
12,65,2,HOP,81
12,70,2,HOP,82
12,75,2,HOP,82
12,80,2,HOP,83
12,85,2,HOP,84
12,90,2,HOP,87
12,95,2,HOP,88
12,100,2,HOP,89
12,5,3,HOP,9
12,10,3,HOP,16
12,15,3,HOP,37
12,20,3,HOP,46
12,25,3,HOP,51
12,30,3,HOP,56
12,35,3,HOP,65
12,40,3,HOP,69
12,45,3,HOP,75
12,50,3,HOP,78
12,55,3,HOP,79
12,60,3,HOP,81
12,65,3,HOP,81
12,70,3,HOP,80
12,75,3,HOP,81
12,80,3,HOP,84
12,85,3,HOP,85
12,90,3,HOP,88
12,95,3,HOP,89
12,100,3,HOP,90
12,5,4,HOP,7
12,10,4,HOP,18
12,15,4,HOP,33
12,20,4,HOP,45
12,25,4,HOP,48
12,30,4,HOP,52
12,35,4,HOP,59
12,40,4,HOP,63
12,45,4,HOP,69
12,50,4,HOP,72
12,55,4,HOP,72
12,60,4,HOP,74
12,65,4,HOP,76
12,70,4,HOP,74
12,75,4,HOP,75
12,80,4,HOP,82
12,85,4,HOP,83
12,90,4,HOP,83
12,95,4,HOP,84
12,100,4,HOP,87
12,5,5,HOP,12
12,10,5,HOP,20
12,15,5,HOP,33
12,20,5,HOP,49
12,25,5,HOP,55
12,30,5,HOP,58
12,35,5,HOP,67
12,40,5,HOP,74
12,45,5,HOP,73
12,50,5,HOP,76
12,55,5,HOP,76
12,60,5,HOP,76
12,65,5,HOP,79
12,70,5,HOP,79
12,75,5,HOP,82
12,80,5,HOP,84
12,85,5,HOP,84
12,90,5,HOP,87
12,95,5,HOP,88
12,100,5,HOP,88
12,5,6,HOP,16
12,10,6,HOP,21
12,15,6,HOP,32
12,20,6,HOP,40
12,25,6,HOP,50
12,30,6,HOP,53
12,35,6,HOP,55
12,40,6,HOP,57
12,45,6,HOP,61
12,50,6,HOP,65
12,55,6,HOP,67
12,60,6,HOP,71
12,65,6,HOP,73
12,70,6,HOP,74
12,75,6,HOP,75
12,80,6,HOP,78
12,85,6,HOP,79
12,90,6,HOP,83
12,95,6,HOP,85
12,100,6,HOP,87
12,5,7,HOP,13
12,10,7,HOP,28
12,15,7,HOP,39
12,20,7,HOP,46
12,25,7,HOP,47
12,30,7,HOP,51
12,35,7,HOP,62
12,40,7,HOP,64
12,45,7,HOP,68
12,50,7,HOP,72
12,55,7,HOP,72
12,60,7,HOP,73
12,65,7,HOP,75
12,70,7,HOP,76
12,75,7,HOP,75
12,80,7,HOP,80
12,85,7,HOP,82
12,90,7,HOP,87
12,95,7,HOP,88
12,100,7,HOP,89
12,5,8,HOP,14
12,10,8,HOP,15
12,15,8,HOP,31
12,20,8,HOP,44
12,25,8,HOP,55
12,30,8,HOP,59
12,35,8,HOP,65
12,40,8,HOP,67
12,45,8,HOP,70
12,50,8,HOP,73
12,55,8,HOP,75
12,60,8,HOP,77
12,65,8,HOP,77
12,70,8,HOP,79
12,75,8,HOP,79
12,80,8,HOP,82
12,85,8,HOP,84
12,90,8,HOP,87
12,95,8,HOP,88
12,100,8,HOP,88
12,5,9,HOP,9
12,10,9,HOP,21
12,15,9,HOP,42
12,20,9,HOP,47
12,25,9,HOP,54
12,30,9,HOP,58
12,35,9,HOP,65
12,40,9,HOP,69
12,45,9,HOP,71
12,50,9,HOP,74
12,55,9,HOP,74
12,60,9,HOP,76
12,65,9,HOP,77
12,70,9,HOP,78
12,75,9,HOP,80
12,80,9,HOP,84
12,85,9,HOP,84
12,90,9,HOP,87
12,95,9,HOP,89
12,100,9,HOP,90
12,5,10,HOP,17
12,10,10,HOP,21
12,15,10,HOP,37
12,20,10,HOP,48
12,25,10,HOP,57
12,30,10,HOP,62
12,35,10,HOP,69
12,40,10,HOP,71
12,45,10,HOP,72
12,50,10,HOP,74
12,55,10,HOP,79
12,60,10,HOP,80
12,65,10,HOP,81
12,70,10,HOP,81
12,75,10,HOP,82
12,80,10,HOP,85
12,85,10,HOP,85
12,90,10,HOP,88
12,95,10,HOP,89
12,100,10,HOP,90
13,5,1,RF,68
13,10,1,RF,92
13,15,1,RF,110
13,20,1,RF,126
13,25,1,RF,140
13,30,1,RF,146
13,35,1,RF,148
13,40,1,RF,152
13,45,1,RF,154
13,50,1,RF,160
13,55,1,RF,162
13,60,1,RF,164
13,65,1,RF,172
13,70,1,RF,172
13,75,1,RF,178
13,80,1,RF,178
13,85,1,RF,182
13,90,1,RF,182
13,95,1,RF,182
13,100,1,RF,182
13,5,1,HOP,11
13,10,1,HOP,31
13,15,1,HOP,42
13,20,1,HOP,46
13,25,1,HOP,51
13,30,1,HOP,57
13,35,1,HOP,59
13,40,1,HOP,60
13,45,1,HOP,60
13,50,1,HOP,67
13,55,1,HOP,68
13,60,1,HOP,70
13,65,1,HOP,73
13,70,1,HOP,75
13,75,1,HOP,81
13,80,1,HOP,81
13,85,1,HOP,85
13,90,1,HOP,85
13,95,1,HOP,85
13,100,1,HOP,84
13,5,2,HOP,20
13,10,2,HOP,28
13,15,2,HOP,37
13,20,2,HOP,44
13,25,2,HOP,53
13,30,2,HOP,58
13,35,2,HOP,60
13,40,2,HOP,64
13,45,2,HOP,67
13,50,2,HOP,69
13,55,2,HOP,72
13,60,2,HOP,72
13,65,2,HOP,78
13,70,2,HOP,82
13,75,2,HOP,84
13,80,2,HOP,85
13,85,2,HOP,87
13,90,2,HOP,87
13,95,2,HOP,87
13,100,2,HOP,87
13,5,3,HOP,11
13,10,3,HOP,20
13,15,3,HOP,26
13,20,3,HOP,33
13,25,3,HOP,37
13,30,3,HOP,48
13,35,3,HOP,48
13,40,3,HOP,54
13,45,3,HOP,58
13,50,3,HOP,63
13,55,3,HOP,65
13,60,3,HOP,69
13,65,3,HOP,71
13,70,3,HOP,73
13,75,3,HOP,76
13,80,3,HOP,76
13,85,3,HOP,80
13,90,3,HOP,80
13,95,3,HOP,80
13,100,3,HOP,83
13,5,4,HOP,27
13,10,4,HOP,38
13,15,4,HOP,45
13,20,4,HOP,49
13,25,4,HOP,56
13,30,4,HOP,59
13,35,4,HOP,63
13,40,4,HOP,65
13,45,4,HOP,66
13,50,4,HOP,68
13,55,4,HOP,71
13,60,4,HOP,73
13,65,4,HOP,76
13,70,4,HOP,79
13,75,4,HOP,80
13,80,4,HOP,80
13,85,4,HOP,84
13,90,4,HOP,84
13,95,4,HOP,83
13,100,4,HOP,84
13,5,5,HOP,15
13,10,5,HOP,25
13,15,5,HOP,40
13,20,5,HOP,42
13,25,5,HOP,50
13,30,5,HOP,54
13,35,5,HOP,58
13,40,5,HOP,64
13,45,5,HOP,64
13,50,5,HOP,66
13,55,5,HOP,68
13,60,5,HOP,70
13,65,5,HOP,74
13,70,5,HOP,74
13,75,5,HOP,78
13,80,5,HOP,78
13,85,5,HOP,82
13,90,5,HOP,82
13,95,5,HOP,81
13,100,5,HOP,83
13,5,6,HOP,25
13,10,6,HOP,34
13,15,6,HOP,42
13,20,6,HOP,48
13,25,6,HOP,58
13,30,6,HOP,62
13,35,6,HOP,63
13,40,6,HOP,64
13,45,6,HOP,66
13,50,6,HOP,70
13,55,6,HOP,71
13,60,6,HOP,73
13,65,6,HOP,76
13,70,6,HOP,79
13,75,6,HOP,82
13,80,6,HOP,83
13,85,6,HOP,85
13,90,6,HOP,84
13,95,6,HOP,84
13,100,6,HOP,85
13,5,7,HOP,12
13,10,7,HOP,19
13,15,7,HOP,31
13,20,7,HOP,36
13,25,7,HOP,49
13,30,7,HOP,51
13,35,7,HOP,52
13,40,7,HOP,56
13,45,7,HOP,58
13,50,7,HOP,64
13,55,7,HOP,67
13,60,7,HOP,69
13,65,7,HOP,73
13,70,7,HOP,74
13,75,7,HOP,77
13,80,7,HOP,79
13,85,7,HOP,81
13,90,7,HOP,81
13,95,7,HOP,81
13,100,7,HOP,84
13,5,8,HOP,21
13,10,8,HOP,27
13,15,8,HOP,38
13,20,8,HOP,47
13,25,8,HOP,56
13,30,8,HOP,63
13,35,8,HOP,65
13,40,8,HOP,65
13,45,8,HOP,67
13,50,8,HOP,71
13,55,8,HOP,72
13,60,8,HOP,72
13,65,8,HOP,79
13,70,8,HOP,80
13,75,8,HOP,85
13,80,8,HOP,84
13,85,8,HOP,85
13,90,8,HOP,84
13,95,8,HOP,86
13,100,8,HOP,86
13,5,9,HOP,13
13,10,9,HOP,23
13,15,9,HOP,39
13,20,9,HOP,48
13,25,9,HOP,52
13,30,9,HOP,60
13,35,9,HOP,62
13,40,9,HOP,63
13,45,9,HOP,64
13,50,9,HOP,68
13,55,9,HOP,70
13,60,9,HOP,75
13,65,9,HOP,81
13,70,9,HOP,83
13,75,9,HOP,85
13,80,9,HOP,84
13,85,9,HOP,86
13,90,9,HOP,86
13,95,9,HOP,87
13,100,9,HOP,88
13,5,10,HOP,22
13,10,10,HOP,32
13,15,10,HOP,47
13,20,10,HOP,52
13,25,10,HOP,59
13,30,10,HOP,66
13,35,10,HOP,66
13,40,10,HOP,69
13,45,10,HOP,68
13,50,10,HOP,70
13,55,10,HOP,72
13,60,10,HOP,73
13,65,10,HOP,76
13,70,10,HOP,77
13,75,10,HOP,81
13,80,10,HOP,83
13,85,10,HOP,86
13,90,10,HOP,86
13,95,10,HOP,86
13,100,10,HOP,86
14,5,1,RF,56
14,10,1,RF,92
14,15,1,RF,104
14,20,1,RF,126
14,25,1,RF,134
14,30,1,RF,148
14,35,1,RF,158
14,40,1,RF,164
14,45,1,RF,164
14,50,1,RF,166
14,55,1,RF,172
14,60,1,RF,174
14,65,1,RF,178
14,70,1,RF,186
14,75,1,RF,186
14,80,1,RF,190
14,85,1,RF,192
14,90,1,RF,192
14,95,1,RF,194
14,100,1,RF,194
14,5,1,HOP,11
14,10,1,HOP,27
14,15,1,HOP,35
14,20,1,HOP,44
14,25,1,HOP,51
14,30,1,HOP,60
14,35,1,HOP,63
14,40,1,HOP,63
14,45,1,HOP,67
14,50,1,HOP,68
14,55,1,HOP,77
14,60,1,HOP,78
14,65,1,HOP,77
14,70,1,HOP,83
14,75,1,HOP,84
14,80,1,HOP,85
14,85,1,HOP,86
14,90,1,HOP,86
14,95,1,HOP,87
14,100,1,HOP,87
14,5,2,HOP,13
14,10,2,HOP,23
14,15,2,HOP,35
14,20,2,HOP,41
14,25,2,HOP,47
14,30,2,HOP,56
14,35,2,HOP,61
14,40,2,HOP,65
14,45,2,HOP,68
14,50,2,HOP,71
14,55,2,HOP,77
14,60,2,HOP,78
14,65,2,HOP,78
14,70,2,HOP,82
14,75,2,HOP,84
14,80,2,HOP,86
14,85,2,HOP,88
14,90,2,HOP,88
14,95,2,HOP,89
14,100,2,HOP,90
14,5,3,HOP,12
14,10,3,HOP,15
14,15,3,HOP,29
14,20,3,HOP,41
14,25,3,HOP,48
14,30,3,HOP,57
14,35,3,HOP,61
14,40,3,HOP,67
14,45,3,HOP,66
14,50,3,HOP,67
14,55,3,HOP,70
14,60,3,HOP,77
14,65,3,HOP,79
14,70,3,HOP,83
14,75,3,HOP,86
14,80,3,HOP,91
14,85,3,HOP,91
14,90,3,HOP,89
14,95,3,HOP,89
14,100,3,HOP,88
14,5,4,HOP,7
14,10,4,HOP,12
14,15,4,HOP,20
14,20,4,HOP,33
14,25,4,HOP,41
14,30,4,HOP,49
14,35,4,HOP,52
14,40,4,HOP,55
14,45,4,HOP,60
14,50,4,HOP,64
14,55,4,HOP,70
14,60,4,HOP,73
14,65,4,HOP,77
14,70,4,HOP,81
14,75,4,HOP,80
14,80,4,HOP,83
14,85,4,HOP,82
14,90,4,HOP,83
14,95,4,HOP,85
14,100,4,HOP,85
14,5,5,HOP,5
14,10,5,HOP,12
14,15,5,HOP,22
14,20,5,HOP,33
14,25,5,HOP,39
14,30,5,HOP,49
14,35,5,HOP,55
14,40,5,HOP,56
14,45,5,HOP,58
14,50,5,HOP,59
14,55,5,HOP,69
14,60,5,HOP,70
14,65,5,HOP,75
14,70,5,HOP,79
14,75,5,HOP,82
14,80,5,HOP,86
14,85,5,HOP,88
14,90,5,HOP,88
14,95,5,HOP,89
14,100,5,HOP,88
14,5,6,HOP,8
14,10,6,HOP,23
14,15,6,HOP,30
14,20,6,HOP,39
14,25,6,HOP,46
14,30,6,HOP,59
14,35,6,HOP,64
14,40,6,HOP,72
14,45,6,HOP,71
14,50,6,HOP,72
14,55,6,HOP,77
14,60,6,HOP,79
14,65,6,HOP,81
14,70,6,HOP,85
14,75,6,HOP,85
14,80,6,HOP,89
14,85,6,HOP,90
14,90,6,HOP,92
14,95,6,HOP,92
14,100,6,HOP,91
14,5,7,HOP,11
14,10,7,HOP,17
14,15,7,HOP,27
14,20,7,HOP,40
14,25,7,HOP,48
14,30,7,HOP,54
14,35,7,HOP,57
14,40,7,HOP,61
14,45,7,HOP,62
14,50,7,HOP,65
14,55,7,HOP,72
14,60,7,HOP,74
14,65,7,HOP,76
14,70,7,HOP,79
14,75,7,HOP,81
14,80,7,HOP,86
14,85,7,HOP,88
14,90,7,HOP,88
14,95,7,HOP,92
14,100,7,HOP,91
14,5,8,HOP,5
14,10,8,HOP,12
14,15,8,HOP,20
14,20,8,HOP,30
14,25,8,HOP,42
14,30,8,HOP,53
14,35,8,HOP,60
14,40,8,HOP,65
14,45,8,HOP,68
14,50,8,HOP,69
14,55,8,HOP,76
14,60,8,HOP,78
14,65,8,HOP,79
14,70,8,HOP,83
14,75,8,HOP,85
14,80,8,HOP,88
14,85,8,HOP,89
14,90,8,HOP,91
14,95,8,HOP,89
14,100,8,HOP,90
14,5,9,HOP,15
14,10,9,HOP,25
14,15,9,HOP,40
14,20,9,HOP,49
14,25,9,HOP,57
14,30,9,HOP,58
14,35,9,HOP,61
14,40,9,HOP,62
14,45,9,HOP,65
14,50,9,HOP,68
14,55,9,HOP,76
14,60,9,HOP,78
14,65,9,HOP,79
14,70,9,HOP,83
14,75,9,HOP,83
14,80,9,HOP,86
14,85,9,HOP,89
14,90,9,HOP,87
14,95,9,HOP,88
14,100,9,HOP,88
14,5,10,HOP,9
14,10,10,HOP,17
14,15,10,HOP,34
14,20,10,HOP,45
14,25,10,HOP,54
14,30,10,HOP,62
14,35,10,HOP,66
14,40,10,HOP,71
14,45,10,HOP,71
14,50,10,HOP,71
14,55,10,HOP,78
14,60,10,HOP,78
14,65,10,HOP,78
14,70,10,HOP,80
14,75,10,HOP,82
14,80,10,HOP,86
14,85,10,HOP,88
14,90,10,HOP,86
14,95,10,HOP,87
14,100,10,HOP,86
15,5,1,RF,64
15,10,1,RF,92
15,15,1,RF,118
15,20,1,RF,126
15,25,1,RF,134
15,30,1,RF,150
15,35,1,RF,154
15,40,1,RF,158
15,45,1,RF,160
15,50,1,RF,162
15,55,1,RF,166
15,60,1,RF,166
15,65,1,RF,166
15,70,1,RF,166
15,75,1,RF,168
15,80,1,RF,170
15,85,1,RF,170
15,90,1,RF,170
15,95,1,RF,174
15,100,1,RF,176
15,5,1,HOP,18
15,10,1,HOP,28
15,15,1,HOP,38
15,20,1,HOP,41
15,25,1,HOP,48
15,30,1,HOP,59
15,35,1,HOP,63
15,40,1,HOP,64
15,45,1,HOP,67
15,50,1,HOP,69
15,55,1,HOP,74
15,60,1,HOP,75
15,65,1,HOP,76
15,70,1,HOP,77
15,75,1,HOP,78
15,80,1,HOP,79
15,85,1,HOP,79
15,90,1,HOP,79
15,95,1,HOP,80
15,100,1,HOP,80
15,5,2,HOP,22
15,10,2,HOP,30
15,15,2,HOP,42
15,20,2,HOP,53
15,25,2,HOP,58
15,30,2,HOP,69
15,35,2,HOP,72
15,40,2,HOP,74
15,45,2,HOP,75
15,50,2,HOP,76
15,55,2,HOP,78
15,60,2,HOP,78
15,65,2,HOP,79
15,70,2,HOP,79
15,75,2,HOP,80
15,80,2,HOP,81
15,85,2,HOP,81
15,90,2,HOP,80
15,95,2,HOP,82
15,100,2,HOP,82
15,5,3,HOP,17
15,10,3,HOP,27
15,15,3,HOP,34
15,20,3,HOP,45
15,25,3,HOP,52
15,30,3,HOP,63
15,35,3,HOP,64
15,40,3,HOP,67
15,45,3,HOP,68
15,50,3,HOP,68
15,55,3,HOP,75
15,60,3,HOP,71
15,65,3,HOP,71
15,70,3,HOP,74
15,75,3,HOP,75
15,80,3,HOP,75
15,85,3,HOP,76
15,90,3,HOP,77
15,95,3,HOP,79
15,100,3,HOP,78
15,5,4,HOP,15
15,10,4,HOP,27
15,15,4,HOP,44
15,20,4,HOP,48
15,25,4,HOP,57
15,30,4,HOP,65
15,35,4,HOP,70
15,40,4,HOP,71
15,45,4,HOP,72
15,50,4,HOP,71
15,55,4,HOP,73
15,60,4,HOP,72
15,65,4,HOP,71
15,70,4,HOP,71
15,75,4,HOP,73
15,80,4,HOP,75
15,85,4,HOP,75
15,90,4,HOP,76
15,95,4,HOP,79
15,100,4,HOP,80
15,5,5,HOP,17
15,10,5,HOP,26
15,15,5,HOP,35
15,20,5,HOP,48
15,25,5,HOP,50
15,30,5,HOP,59
15,35,5,HOP,59
15,40,5,HOP,61
15,45,5,HOP,61
15,50,5,HOP,69
15,55,5,HOP,70
15,60,5,HOP,74
15,65,5,HOP,74
15,70,5,HOP,75
15,75,5,HOP,76
15,80,5,HOP,78
15,85,5,HOP,78
15,90,5,HOP,79
15,95,5,HOP,81
15,100,5,HOP,78
15,5,6,HOP,15
15,10,6,HOP,28
15,15,6,HOP,31
15,20,6,HOP,42
15,25,6,HOP,49
15,30,6,HOP,59
15,35,6,HOP,61
15,40,6,HOP,63
15,45,6,HOP,63
15,50,6,HOP,65
15,55,6,HOP,67
15,60,6,HOP,68
15,65,6,HOP,69
15,70,6,HOP,71
15,75,6,HOP,71
15,80,6,HOP,74
15,85,6,HOP,74
15,90,6,HOP,76
15,95,6,HOP,77
15,100,6,HOP,79
15,5,7,HOP,12
15,10,7,HOP,22
15,15,7,HOP,27
15,20,7,HOP,40
15,25,7,HOP,56
15,30,7,HOP,66
15,35,7,HOP,71
15,40,7,HOP,72
15,45,7,HOP,72
15,50,7,HOP,72
15,55,7,HOP,78
15,60,7,HOP,74
15,65,7,HOP,74
15,70,7,HOP,74
15,75,7,HOP,75
15,80,7,HOP,77
15,85,7,HOP,76
15,90,7,HOP,76
15,95,7,HOP,79
15,100,7,HOP,80
15,5,8,HOP,20
15,10,8,HOP,27
15,15,8,HOP,29
15,20,8,HOP,39
15,25,8,HOP,55
15,30,8,HOP,64
15,35,8,HOP,67
15,40,8,HOP,69
15,45,8,HOP,70
15,50,8,HOP,71
15,55,8,HOP,76
15,60,8,HOP,73
15,65,8,HOP,72
15,70,8,HOP,73
15,75,8,HOP,74
15,80,8,HOP,75
15,85,8,HOP,77
15,90,8,HOP,79
15,95,8,HOP,82
15,100,8,HOP,83
15,5,9,HOP,19
15,10,9,HOP,24
15,15,9,HOP,30
15,20,9,HOP,47
15,25,9,HOP,57
15,30,9,HOP,66
15,35,9,HOP,69
15,40,9,HOP,70
15,45,9,HOP,72
15,50,9,HOP,78
15,55,9,HOP,79
15,60,9,HOP,78
15,65,9,HOP,77
15,70,9,HOP,77
15,75,9,HOP,79
15,80,9,HOP,80
15,85,9,HOP,80
15,90,9,HOP,80
15,95,9,HOP,82
15,100,9,HOP,81
15,5,10,HOP,15
15,10,10,HOP,26
15,15,10,HOP,32
15,20,10,HOP,43
15,25,10,HOP,53
15,30,10,HOP,58
15,35,10,HOP,59
15,40,10,HOP,60
15,45,10,HOP,64
15,50,10,HOP,67
15,55,10,HOP,69
15,60,10,HOP,68
15,65,10,HOP,67
15,70,10,HOP,68
15,75,10,HOP,74
15,80,10,HOP,75
15,85,10,HOP,74
15,90,10,HOP,75
15,95,10,HOP,76
15,100,10,HOP,78
16,5,1,RF,70
16,10,1,RF,104
16,15,1,RF,122
16,20,1,RF,132
16,25,1,RF,136
16,30,1,RF,142
16,35,1,RF,152
16,40,1,RF,160
16,45,1,RF,168
16,50,1,RF,176
16,55,1,RF,178
16,60,1,RF,178
16,65,1,RF,176
16,70,1,RF,176
16,75,1,RF,176
16,80,1,RF,178
16,85,1,RF,180
16,90,1,RF,180
16,95,1,RF,180
16,100,1,RF,182
16,5,1,HOP,19
16,10,1,HOP,35
16,15,1,HOP,42
16,20,1,HOP,54
16,25,1,HOP,56
16,30,1,HOP,58
16,35,1,HOP,65
16,40,1,HOP,69
16,45,1,HOP,72
16,50,1,HOP,77
16,55,1,HOP,79
16,60,1,HOP,78
16,65,1,HOP,78
16,70,1,HOP,79
16,75,1,HOP,78
16,80,1,HOP,78
16,85,1,HOP,81
16,90,1,HOP,79
16,95,1,HOP,79
16,100,1,HOP,82
16,5,2,HOP,17
16,10,2,HOP,30
16,15,2,HOP,40
16,20,2,HOP,42
16,25,2,HOP,47
16,30,2,HOP,52
16,35,2,HOP,59
16,40,2,HOP,66
16,45,2,HOP,70
16,50,2,HOP,74
16,55,2,HOP,73
16,60,2,HOP,73
16,65,2,HOP,74
16,70,2,HOP,69
16,75,2,HOP,71
16,80,2,HOP,72
16,85,2,HOP,75
16,90,2,HOP,75
16,95,2,HOP,81
16,100,2,HOP,82
16,5,3,HOP,14
16,10,3,HOP,31
16,15,3,HOP,42
16,20,3,HOP,45
16,25,3,HOP,48
16,30,3,HOP,55
16,35,3,HOP,57
16,40,3,HOP,60
16,45,3,HOP,63
16,50,3,HOP,71
16,55,3,HOP,82
16,60,3,HOP,82
16,65,3,HOP,82
16,70,3,HOP,82
16,75,3,HOP,83
16,80,3,HOP,84
16,85,3,HOP,84
16,90,3,HOP,83
16,95,3,HOP,84
16,100,3,HOP,84
16,5,4,HOP,8
16,10,4,HOP,25
16,15,4,HOP,43
16,20,4,HOP,50
16,25,4,HOP,55
16,30,4,HOP,62
16,35,4,HOP,67
16,40,4,HOP,70
16,45,4,HOP,71
16,50,4,HOP,75
16,55,4,HOP,77
16,60,4,HOP,81
16,65,4,HOP,82
16,70,4,HOP,81
16,75,4,HOP,80
16,80,4,HOP,83
16,85,4,HOP,85
16,90,4,HOP,86
16,95,4,HOP,84
16,100,4,HOP,86
16,5,5,HOP,27
16,10,5,HOP,38
16,15,5,HOP,44
16,20,5,HOP,47
16,25,5,HOP,54
16,30,5,HOP,57
16,35,5,HOP,63
16,40,5,HOP,67
16,45,5,HOP,70
16,50,5,HOP,73
16,55,5,HOP,76
16,60,5,HOP,78
16,65,5,HOP,79
16,70,5,HOP,76
16,75,5,HOP,76
16,80,5,HOP,78
16,85,5,HOP,78
16,90,5,HOP,78
16,95,5,HOP,79
16,100,5,HOP,81
16,5,6,HOP,7
16,10,6,HOP,26
16,15,6,HOP,41
16,20,6,HOP,45
16,25,6,HOP,51
16,30,6,HOP,61
16,35,6,HOP,70
16,40,6,HOP,71
16,45,6,HOP,71
16,50,6,HOP,77
16,55,6,HOP,80
16,60,6,HOP,80
16,65,6,HOP,79
16,70,6,HOP,78
16,75,6,HOP,81
16,80,6,HOP,80
16,85,6,HOP,83
16,90,6,HOP,83
16,95,6,HOP,83
16,100,6,HOP,83
16,5,7,HOP,6
16,10,7,HOP,22
16,15,7,HOP,36
16,20,7,HOP,39
16,25,7,HOP,48
16,30,7,HOP,56
16,35,7,HOP,63
16,40,7,HOP,66
16,45,7,HOP,73
16,50,7,HOP,78
16,55,7,HOP,78
16,60,7,HOP,82
16,65,7,HOP,82
16,70,7,HOP,79
16,75,7,HOP,77
16,80,7,HOP,80
16,85,7,HOP,81
16,90,7,HOP,83
16,95,7,HOP,84
16,100,7,HOP,85
16,5,8,HOP,15
16,10,8,HOP,26
16,15,8,HOP,35
16,20,8,HOP,38
16,25,8,HOP,39
16,30,8,HOP,43
16,35,8,HOP,56
16,40,8,HOP,63
16,45,8,HOP,67
16,50,8,HOP,73
16,55,8,HOP,79
16,60,8,HOP,79
16,65,8,HOP,79
16,70,8,HOP,80
16,75,8,HOP,80
16,80,8,HOP,80
16,85,8,HOP,82
16,90,8,HOP,82
16,95,8,HOP,85
16,100,8,HOP,84
16,5,9,HOP,6
16,10,9,HOP,29
16,15,9,HOP,38
16,20,9,HOP,41
16,25,9,HOP,49
16,30,9,HOP,60
16,35,9,HOP,67
16,40,9,HOP,68
16,45,9,HOP,71
16,50,9,HOP,75
16,55,9,HOP,76
16,60,9,HOP,78
16,65,9,HOP,77
16,70,9,HOP,77
16,75,9,HOP,79
16,80,9,HOP,78
16,85,9,HOP,78
16,90,9,HOP,79
16,95,9,HOP,77
16,100,9,HOP,79
16,5,10,HOP,15
16,10,10,HOP,30
16,15,10,HOP,36
16,20,10,HOP,44
16,25,10,HOP,51
16,30,10,HOP,58
16,35,10,HOP,66
16,40,10,HOP,69
16,45,10,HOP,72
16,50,10,HOP,76
16,55,10,HOP,76
16,60,10,HOP,81
16,65,10,HOP,80
16,70,10,HOP,74
16,75,10,HOP,76
16,80,10,HOP,78
16,85,10,HOP,81
16,90,10,HOP,81
16,95,10,HOP,81
